iter	Logloss	Accuracy
243	0.1220452936	0.9564479638
244	0.1219335183	0.9564479638
245	0.1218962441	0.9564479638
246	0.1216546871	0.9564479638
247	0.1212967311	0.9564479638
248	0.1212823641	0.9564479638
249	0.1212016173	0.9564479638
250	0.1209667965	0.9564479638
251	0.120796178	0.9564479638
252	0.1204304146	0.9564479638
253	0.1202840485	0.9564479638
254	0.1199982197	0.9570135747
255	0.1199327198	0.9570135747
256	0.1197846196	0.9570135747
257	0.1194780391	0.9570135747
258	0.1193419157	0.9570135747
259	0.1191941701	0.9570135747
260	0.1190725874	0.9570135747
261	0.1188189265	0.9575791855
262	0.1187518934	0.9575791855
263	0.1185728673	0.9575791855
264	0.1184472476	0.9575791855
265	0.1183617986	0.9575791855
266	0.1181187067	0.9575791855
267	0.1178014257	0.9575791855
268	0.1176497042	0.9575791855
269	0.1175106105	0.9575791855
270	0.1171798955	0.9575791855
271	0.1170550137	0.9575791855
272	0.1169770943	0.9575791855
273	0.1166992481	0.9575791855
274	0.1165637793	0.9575791855
275	0.1163604979	0.9575791855
276	0.1162355091	0.9575791855
277	0.1161440955	0.9575791855
278	0.1160527689	0.9575791855
279	0.1156079044	0.9575791855
280	0.115179696	0.9581447964
281	0.1151640779	0.9581447964
282	0.1150597443	0.9581447964
283	0.1149224653	0.9581447964
284	0.1144281413	0.9581447964
285	0.1143276087	0.9581447964
286	0.114218659	0.9581447964
287	0.1141561977	0.9581447964
288	0.1138606743	0.9581447964
289	0.1134714331	0.9581447964
290	0.1133930554	0.9581447964
291	0.1132760307	0.9581447964
292	0.1131568374	0.9581447964
293	0.1127407692	0.9581447964
294	0.1126238204	0.9581447964
295	0.1125562761	0.9587104072
296	0.1120172775	0.9592760181
297	0.1119194406	0.9587104072
298	0.1116621157	0.9587104072
299	0.1116185472	0.9587104072
300	0.1112723859	0.9592760181
301	0.111239194	0.9592760181
302	0.1109944709	0.9587104072
303	0.1109543728	0.9592760181
304	0.1108153742	0.9592760181
305	0.1107131136	0.9592760181
306	0.1105118866	0.9592760181
307	0.1104239793	0.959841629
308	0.1103856607	0.959841629
309	0.1101541159	0.959841629
310	0.109896064	0.959841629
311	0.1097996792	0.959841629
312	0.1096531608	0.959841629
313	0.1094192522	0.9604072398
314	0.1091702607	0.959841629
315	0.1088894827	0.959841629
316	0.1086365656	0.959841629
317	0.1084852852	0.959841629
318	0.1082480916	0.959841629
319	0.1080692385	0.959841629
320	0.1079097263	0.9604072398
321	0.1078380079	0.959841629
322	0.1077814883	0.959841629
323	0.1073950306	0.9604072398
324	0.1073211123	0.9609728507
325	0.1071949837	0.9609728507
326	0.107126816	0.9609728507
327	0.1069435246	0.9609728507
328	0.1068743065	0.9609728507
329	0.1067806084	0.9609728507
330	0.1066278374	0.9609728507
331	0.1065480955	0.9609728507
332	0.1061299381	0.9609728507
333	0.1059401408	0.9609728507
334	0.1058261322	0.9609728507
335	0.1055537807	0.9609728507
336	0.1053707057	0.9609728507
337	0.1051139499	0.9604072398
338	0.1049327879	0.9604072398
339	0.1048948423	0.9604072398
340	0.1048109234	0.9604072398
341	0.1047475488	0.9604072398
342	0.1046232199	0.9604072398
343	0.1042828358	0.9604072398
344	0.1039564141	0.9609728507
345	0.103901595	0.9609728507
346	0.1036053381	0.9609728507
347	0.1035516688	0.9609728507
348	0.1032334044	0.9609728507
349	0.1031858161	0.9609728507
350	0.1031191912	0.9609728507
351	0.1028560629	0.9609728507
352	0.1024834959	0.9615384615
353	0.1022363688	0.9615384615
354	0.1022057229	0.9615384615
355	0.1018547384	0.9615384615
356	0.1016259757	0.9615384615
357	0.1014003448	0.9615384615
358	0.1010484707	0.9615384615
359	0.1008636678	0.9615384615
360	0.1006266393	0.9615384615
361	0.1004809096	0.9615384615
362	0.1003596057	0.9615384615
363	0.1002113086	0.9621040724
364	0.1000611261	0.9621040724
365	0.09980815262	0.9621040724
366	0.09972724045	0.9621040724
367	0.09949333482	0.9615384615
368	0.09934865406	0.9615384615
369	0.09927081957	0.9621040724
370	0.09915806762	0.9621040724
371	0.09906103688	0.9621040724
372	0.09893747209	0.9621040724
373	0.09880437637	0.9621040724
374	0.09869835758	0.9621040724
375	0.09816652633	0.9615384615
376	0.09796304347	0.9615384615
377	0.09779859055	0.9621040724
378	0.09759521168	0.9626696833
379	0.09752075354	0.9626696833
380	0.09704685101	0.9626696833
381	0.09696818228	0.9626696833
382	0.09685610965	0.9626696833
383	0.09679068011	0.9626696833
384	0.0964927085	0.9632352941
385	0.09605569607	0.9632352941
386	0.09595550096	0.9632352941
387	0.09564981353	0.963800905
388	0.09553267151	0.963800905
389	0.09536760553	0.963800905
390	0.09517853496	0.963800905
391	0.09497349349	0.963800905
392	0.09483371522	0.9649321267
393	0.09474154761	0.9649321267
394	0.09458150357	0.9649321267
395	0.09433789595	0.9649321267
396	0.09412593409	0.9649321267
397	0.09401641285	0.9654977376
398	0.09361033603	0.9654977376
399	0.09347048502	0.9654977376
400	0.09339225575	0.9660633484
401	0.09323019865	0.9660633484
402	0.09278078886	0.9660633484
403	0.09271206042	0.9660633484
404	0.09233625844	0.9660633484
405	0.09216321347	0.9660633484
406	0.09210268174	0.9660633484
407	0.09171258337	0.9660633484
408	0.09161108264	0.9660633484
409	0.09149307368	0.9654977376
410	0.09141909315	0.9654977376
411	0.09130034984	0.9654977376
412	0.09120742894	0.9660633484
413	0.09116894069	0.9660633484
414	0.09100730364	0.9660633484
415	0.09081352041	0.9660633484
416	0.09053199586	0.9660633484
417	0.09040773202	0.9660633484
418	0.09027715942	0.9660633484
419	0.09022917931	0.9660633484
420	0.08994392912	0.9660633484
421	0.08986656531	0.9660633484
422	0.08977235669	0.9660633484
423	0.08967253191	0.9660633484
424	0.08960795791	0.9660633484
425	0.08945559049	0.9660633484
426	0.0893700259	0.9660633484
427	0.08900876434	0.9660633484
428	0.08887644476	0.9660633484
429	0.08858370059	0.9660633484
430	0.08849862711	0.9660633484
431	0.08834353783	0.9660633484
432	0.08826365061	0.9660633484
433	0.08806508074	0.9660633484
434	0.08766302957	0.9660633484
435	0.08762808556	0.9660633484
436	0.08750835014	0.9660633484
437	0.0871568581	0.9660633484
438	0.08690536105	0.9660633484
439	0.08676524553	0.9660633484
440	0.08649364806	0.9671945701
441	0.08620115066	0.9671945701
442	0.08611259896	0.9671945701
443	0.08604335139	0.9671945701
444	0.08596587299	0.9671945701
445	0.08592994195	0.9671945701
446	0.08576282701	0.9671945701
447	0.08554787302	0.9671945701
448	0.08546401181	0.9671945701
449	0.08519239329	0.9671945701
450	0.08508390993	0.967760181
451	0.08492864995	0.967760181
452	0.08477291016	0.967760181
453	0.08456517385	0.967760181
454	0.08437469106	0.967760181
455	0.08416501079	0.967760181
456	0.08408488759	0.967760181
457	0.08394716959	0.967760181
458	0.08379945046	0.9683257919
459	0.08357893667	0.9683257919
460	0.08347642495	0.9683257919
461	0.08336207844	0.9683257919
462	0.08326441923	0.9683257919
463	0.08319254652	0.9683257919
464	0.08287866252	0.9683257919
465	0.08262103095	0.9683257919
466	0.0824468516	0.9683257919
467	0.08238647176	0.9683257919
468	0.08218804687	0.9683257919
469	0.08208163031	0.9683257919
470	0.08195357685	0.9683257919
471	0.08172031792	0.9683257919
472	0.08166708667	0.9683257919
473	0.08148507131	0.9683257919
474	0.08144112835	0.9683257919
475	0.08125440464	0.9688914027
476	0.08117898858	0.9688914027
477	0.08102299094	0.9694570136
478	0.08089686754	0.9694570136
479	0.08080877957	0.9694570136
480	0.08078670862	0.9694570136
481	0.08064107772	0.9694570136
482	0.08058267074	0.9694570136
483	0.08033785128	0.9694570136
484	0.08028099364	0.9694570136
485	0.07997079663	0.9694570136
486	0.07980668206	0.9700226244
487	0.07962174887	0.9700226244
488	0.07940198024	0.9705882353
489	0.07933183372	0.9700226244
490	0.07903045872	0.9700226244
491	0.07898468117	0.9700226244
492	0.07887611941	0.9700226244
493	0.07872078867	0.9694570136
494	0.07854725178	0.9705882353
495	0.07838365712	0.9705882353
496	0.07828996886	0.9694570136
497	0.07820264484	0.9700226244
498	0.07817414196	0.9700226244
499	0.07808598069	0.9705882353
500	0.0779942308	0.9700226244
501	0.07790705394	0.9700226244
502	0.07783502933	0.9700226244
503	0.07766347828	0.9700226244
504	0.07759855405	0.9700226244
505	0.07755803612	0.9700226244
506	0.07727086608	0.9700226244
507	0.07698958093	0.9705882353
508	0.07688297349	0.9705882353
509	0.0767934973	0.9705882353
510	0.07665094609	0.9705882353
511	0.0763476363	0.9705882353
512	0.07628395059	0.9705882353
513	0.07624000204	0.9705882353
514	0.07619826621	0.9705882353
515	0.07605303734	0.9705882353
516	0.07596567908	0.9705882353
517	0.07574938575	0.9705882353
518	0.07570856525	0.9705882353
519	0.07557083559	0.9705882353
520	0.07545519729	0.9705882353
521	0.0753548907	0.9705882353
522	0.07520437617	0.9705882353
523	0.07507604278	0.9705882353
524	0.07494155729	0.9705882353
525	0.07491265216	0.9705882353
526	0.07473194415	0.9705882353
527	0.07447942797	0.9705882353
528	0.07432017745	0.9705882353
529	0.07412380562	0.9705882353
530	0.07395021439	0.9705882353
531	0.07385465717	0.9705882353
532	0.07373596689	0.9705882353
533	0.07362328542	0.9705882353
534	0.07351676417	0.9705882353
535	0.07332776027	0.9705882353
536	0.07319069725	0.9705882353
537	0.07310446399	0.9705882353
538	0.07305260683	0.9705882353
539	0.07291662409	0.9705882353
540	0.07283564952	0.9705882353
541	0.07268246128	0.9711538462
542	0.07238863937	0.9711538462
543	0.07234320402	0.9711538462
544	0.0722939554	0.9711538462
545	0.07214697758	0.9711538462
546	0.07203329427	0.9711538462
547	0.07196454924	0.9711538462
548	0.0718805942	0.9711538462
549	0.07184383334	0.9711538462
550	0.07173854882	0.9711538462
551	0.07163065375	0.9711538462
552	0.07150448219	0.9711538462
553	0.07145674426	0.9711538462
554	0.07129778261	0.9711538462
555	0.07123986909	0.9711538462
556	0.0711955517	0.9711538462
557	0.07105183464	0.9711538462
558	0.07090665702	0.9711538462
559	0.07085227833	0.971719457
560	0.07077397344	0.9711538462
561	0.07071869146	0.9711538462
562	0.07062121909	0.9711538462
563	0.07052405529	0.9711538462
564	0.07035834661	0.9711538462
565	0.07032838163	0.9711538462
566	0.07029952241	0.9711538462
567	0.0701747559	0.971719457
568	0.06991040757	0.971719457
569	0.06984733239	0.9711538462
570	0.06976417689	0.9711538462
571	0.06969219598	0.9711538462
572	0.06960635106	0.9711538462
573	0.06949434433	0.971719457
574	0.06945380124	0.971719457
575	0.06931486264	0.971719457
576	0.0691605743	0.9722850679
577	0.06909403529	0.9728506787
578	0.06906732561	0.9728506787
579	0.0689683276	0.9728506787
580	0.06889654163	0.9728506787
581	0.06871395623	0.9734162896
582	0.06861871885	0.9734162896
583	0.06846260066	0.9734162896
584	0.06837326764	0.9734162896
585	0.06833262848	0.9734162896
586	0.0682314891	0.9734162896
587	0.06811499317	0.9734162896
588	0.06792742136	0.9734162896
589	0.06787792675	0.9739819005
590	0.06780696265	0.9739819005
591	0.06777809575	0.9734162896
592	0.06765829103	0.9734162896
593	0.06752473723	0.9739819005
594	0.06730128548	0.9739819005
595	0.06704347353	0.9739819005
596	0.06691800564	0.9739819005
597	0.06652496839	0.9739819005
598	0.06635208269	0.9739819005
599	0.06629298666	0.9739819005
600	0.06625507778	0.9739819005
601	0.06621860415	0.9739819005
602	0.06619574646	0.9739819005
603	0.06588499742	0.9739819005
604	0.06576419796	0.9739819005
605	0.06571278924	0.9739819005
606	0.0654981697	0.9739819005
607	0.06543316847	0.9739819005
608	0.06530269691	0.9745475113
609	0.06522148207	0.9745475113
610	0.06509814796	0.9739819005
611	0.06495885944	0.9739819005
612	0.06478825562	0.9751131222
613	0.064742636	0.9745475113
614	0.0646518636	0.9745475113
615	0.06453310047	0.9745475113
616	0.06445042842	0.9745475113
617	0.06436524595	0.9745475113
618	0.06425841771	0.9745475113
619	0.06415381362	0.9745475113
620	0.06413367766	0.9745475113
621	0.06391336391	0.9745475113
622	0.06383914498	0.9745475113
623	0.06362589554	0.9745475113
624	0.06358591855	0.9745475113
625	0.06355411728	0.9745475113
626	0.06350219043	0.9745475113
627	0.06338203781	0.9745475113
628	0.06334851966	0.9745475113
629	0.063268755	0.9745475113
630	0.06320725687	0.9745475113
631	0.06311926927	0.9745475113
632	0.06304894319	0.9745475113
633	0.06290322225	0.9751131222
634	0.06285265618	0.9751131222
635	0.06282307293	0.9751131222
636	0.06272918699	0.975678733
637	0.06268800724	0.975678733
638	0.0625881326	0.975678733
639	0.06247076069	0.975678733
640	0.06236392795	0.975678733
641	0.06231547584	0.975678733
642	0.06226411319	0.9762443439
643	0.06220898727	0.975678733
644	0.06203395186	0.9762443439
645	0.06200277766	0.9768099548
646	0.06196788311	0.9768099548
647	0.06183715722	0.9768099548
648	0.06167604563	0.9768099548
649	0.06160126052	0.9768099548
650	0.06144283388	0.9768099548
651	0.06143063304	0.9768099548
652	0.0612792726	0.9768099548
653	0.06114127823	0.9768099548
654	0.06107634687	0.9768099548
655	0.06095304913	0.9762443439
656	0.0608118489	0.9762443439
657	0.060711324	0.9768099548
658	0.06065488871	0.9768099548
659	0.06030685255	0.9768099548
660	0.06020760513	0.9773755656
661	0.06011524872	0.9773755656
662	0.05986152447	0.9779411765
663	0.05973566004	0.9779411765
664	0.05962205042	0.9779411765
665	0.05956771071	0.9779411765
666	0.05939661134	0.9779411765
667	0.05929057297	0.9779411765
668	0.05925384294	0.9785067873
669	0.05922631367	0.9785067873
670	0.05913239558	0.9785067873
671	0.05907844666	0.9785067873
672	0.05900750614	0.9790723982
673	0.05893781846	0.9790723982
674	0.05890415089	0.9790723982
675	0.05885727509	0.9790723982
676	0.05882308714	0.9790723982
677	0.05865682901	0.9790723982
678	0.05855519237	0.9790723982
679	0.05848676064	0.979638009
680	0.05843230087	0.979638009
681	0.05835608258	0.9790723982
682	0.05830335798	0.9790723982
683	0.05818893543	0.9790723982
684	0.0580371659	0.9790723982
685	0.0579514973	0.9802036199
686	0.05785229547	0.979638009
687	0.05776463142	0.9802036199
688	0.05772829183	0.9802036199
689	0.05768152258	0.9802036199
690	0.05760663704	0.9807692308
691	0.05750780207	0.9807692308
692	0.05727258926	0.9807692308
693	0.05720312355	0.9807692308
694	0.05702869269	0.9802036199
695	0.05692681763	0.9807692308
696	0.05689481346	0.9807692308
697	0.05684821784	0.9807692308
698	0.05679834993	0.9807692308
699	0.05662568055	0.9807692308
700	0.05658116557	0.9807692308
701	0.05650049258	0.9813348416
702	0.05641234124	0.9813348416
703	0.05633423231	0.9813348416
704	0.05628574429	0.9813348416
705	0.05614076395	0.9813348416
706	0.0561234975	0.9813348416
707	0.05591772046	0.9813348416
708	0.05588487181	0.9813348416
709	0.05575696994	0.9813348416
710	0.05563408753	0.9813348416
711	0.0555518894	0.9813348416
712	0.05550481069	0.9813348416
713	0.05547790424	0.9813348416
714	0.05542694847	0.9813348416
715	0.05538919389	0.9813348416
716	0.0553300112	0.9813348416
717	0.05521032426	0.9813348416
718	0.05517226831	0.9813348416
719	0.05506225661	0.9813348416
720	0.05493585354	0.9819004525
721	0.05491149211	0.9819004525
722	0.05484808021	0.9819004525
723	0.05469329923	0.9819004525
724	0.05458918848	0.9819004525
725	0.05452137949	0.9819004525
726	0.05443192678	0.9819004525
727	0.05434713667	0.9824660633
728	0.05425217383	0.9824660633
729	0.054192046	0.9824660633
730	0.05410888532	0.9824660633
731	0.05403682259	0.9824660633
732	0.05392017028	0.9824660633
733	0.05375055215	0.9824660633
734	0.05373534961	0.9824660633
735	0.05367748395	0.9824660633
736	0.05362916181	0.9824660633
737	0.05351389451	0.9824660633
738	0.05349417668	0.9824660633
739	0.05347854661	0.9824660633
740	0.05336720162	0.9824660633
741	0.05326004077	0.9824660633
742	0.05308771236	0.9830316742
743	0.05285498851	0.9830316742
744	0.05276302055	0.9830316742
745	0.05259877437	0.9830316742
746	0.0525851072	0.9830316742
747	0.05247958227	0.9830316742
748	0.05240577705	0.9830316742
749	0.05233411239	0.9830316742
750	0.05224673496	0.9835972851
751	0.05210596069	0.9835972851
752	0.0520508548	0.9835972851
753	0.05203597806	0.9835972851
754	0.05192402711	0.9835972851
755	0.05184539763	0.9835972851
756	0.05179723996	0.9835972851
757	0.05176854047	0.9835972851
758	0.05165804343	0.9835972851
759	0.0516440161	0.9835972851
760	0.05152672348	0.9835972851
761	0.05148330211	0.9835972851
762	0.0514232543	0.9835972851
763	0.05135861368	0.9835972851
764	0.05132485467	0.9835972851
765	0.05130837251	0.9835972851
766	0.05125905384	0.9835972851
767	0.05103545995	0.9835972851
768	0.05098175274	0.9835972851
769	0.05094033643	0.9835972851
770	0.0509268595	0.9835972851
771	0.05089295007	0.9835972851
772	0.05087599852	0.9835972851
773	0.05084319839	0.9835972851
774	0.0507926523	0.9835972851
775	0.05049214844	0.9835972851
776	0.05044670321	0.9835972851
777	0.05034265355	0.9835972851
778	0.05023848791	0.9841628959
779	0.05010164687	0.9841628959
780	0.05007512398	0.9841628959
781	0.05000067139	0.9841628959
782	0.04987047978	0.9841628959
783	0.04980785164	0.9841628959
784	0.04974948097	0.9841628959
785	0.04973334249	0.9841628959
786	0.04964101439	0.9841628959
787	0.04958386078	0.9841628959
788	0.04949004043	0.9841628959
789	0.04942878611	0.9841628959
790	0.04941614735	0.9841628959
791	0.04932285595	0.9841628959
792	0.04930892476	0.9841628959
793	0.0492612216	0.9841628959
794	0.04922739177	0.9841628959
795	0.04918448688	0.9841628959
796	0.04915356129	0.9841628959
797	0.04913663467	0.9841628959
798	0.04908355292	0.9841628959
799	0.04902936685	0.9841628959
800	0.04898466253	0.9841628959
801	0.04895619364	0.9841628959
802	0.04888347378	0.9841628959
803	0.04883214344	0.9841628959
804	0.04877231672	0.9841628959
805	0.04868105267	0.9841628959
806	0.04863083732	0.9841628959
807	0.04853842823	0.9841628959
808	0.04848101999	0.9841628959
809	0.04843851895	0.9841628959
810	0.04842394601	0.9841628959
811	0.0483262618	0.9841628959
812	0.0482717137	0.9841628959
813	0.04821019597	0.9841628959
814	0.04809418577	0.9841628959
815	0.0480614734	0.9841628959
816	0.04800676854	0.9841628959
817	0.04791481381	0.9841628959
818	0.0478347293	0.9847285068
819	0.04771121676	0.9852941176
820	0.04764419738	0.9852941176
821	0.04755961856	0.9852941176
822	0.04752946455	0.9852941176
823	0.04740614788	0.9852941176
824	0.04734052936	0.9847285068
825	0.04729991442	0.9852941176
826	0.04725885496	0.9852941176
827	0.04717295385	0.9852941176
828	0.04710022033	0.9847285068
829	0.04708810514	0.9847285068
830	0.0470443818	0.9847285068
831	0.04696601914	0.9852941176
832	0.04693025749	0.9852941176
833	0.04688527488	0.9852941176
834	0.04681801704	0.9852941176
835	0.04678172067	0.9852941176
836	0.04674388951	0.9852941176
837	0.0467043012	0.9858597285
838	0.04666553311	0.9858597285
839	0.04661550895	0.9858597285
840	0.04658658248	0.9858597285
841	0.04647093187	0.9864253394
842	0.04641320787	0.9864253394
843	0.04631134458	0.9864253394
844	0.04625039923	0.9864253394
845	0.04619983032	0.9864253394
846	0.04615472298	0.9869909502
847	0.04611817747	0.9869909502
848	0.04604929494	0.9869909502
849	0.04588086229	0.9869909502
850	0.04586459822	0.9869909502
851	0.04580263804	0.9869909502
852	0.04574075471	0.9875565611
853	0.0456838288	0.9875565611
854	0.04560477254	0.9875565611
855	0.04552436984	0.9875565611
856	0.0454787605	0.9875565611
857	0.04536798248	0.9875565611
858	0.04531314455	0.9875565611
859	0.04529921589	0.9875565611
860	0.04523519733	0.9875565611
861	0.04522126694	0.9875565611
862	0.04518786248	0.9875565611
863	0.04512283828	0.9881221719
864	0.04507635634	0.9881221719
865	0.04499795186	0.9881221719
866	0.04495531976	0.9881221719
867	0.04487048673	0.9881221719
868	0.04480391263	0.9881221719
869	0.04477577884	0.9881221719
870	0.04470229847	0.9881221719
871	0.04463213003	0.9881221719
872	0.04455754101	0.9881221719
873	0.04452952886	0.9881221719
874	0.04450154848	0.9881221719
875	0.04445970937	0.9881221719
876	0.0444102958	0.9881221719
