iter	Passed	Remaining
166	2311	11529
167	2321	11497
168	2333	11476
169	2344	11447
170	2356	11424
171	2366	11392
172	2379	11373
173	2389	11345
174	2399	11310
175	2415	11309
176	2433	11314
177	2444	11289
178	2460	11286
179	2480	11301
180	2496	11298
181	2512	11293
182	2526	11279
183	2542	11274
184	2555	11260
185	2572	11258
186	2586	11246
187	2600	11231
188	2610	11201
189	2621	11177
190	2639	11177
191	2656	11181
192	2665	11143
193	2679	11132
194	2693	11117
195	2738	11234
196	2830	11536
197	2841	11510
198	2852	11483
199	2866	11464
200	2884	11467
201	2896	11443
202	2909	11424
203	2925	11417
204	2939	11400
205	2951	11375
206	2963	11353
207	2977	11338
208	2994	11332
209	3006	11308
210	3017	11284
211	3033	11275
212	3049	11267
213	3063	11253
214	3077	11234
215	3089	11212
216	3108	11216
217	3121	11197
218	3131	11167
219	3139	11131
220	3153	11117
221	3169	11108
222	3176	11068
223	3188	11044
224	3199	11020
225	3212	11003
226	3224	10981
227	3239	10970
228	3255	10959
229	3270	10950
230	3286	10940
231	3297	10915
232	3307	10888
233	3318	10863
234	3334	10855
235	3342	10820
236	3360	10818
237	3388	10850
238	3407	10851
239	3420	10831
240	3433	10812
241	3446	10794
242	3460	10778
243	3472	10760
244	3483	10735
245	3497	10719
246	3514	10714
247	3527	10695
248	3542	10683
249	3551	10654
250	3566	10643
251	3580	10629
252	3597	10622
253	3609	10600
254	3624	10590
255	3634	10562
256	3641	10529
257	3654	10509
258	3662	10477
259	3678	10468
260	3692	10455
261	3703	10432
262	3713	10406
263	3722	10378
264	3734	10358
265	3749	10346
266	3765	10338
267	3783	10334
268	3931	10683
269	3981	10765
270	4023	10822
271	4040	10813
272	4059	10811
273	4066	10773
274	4070	10731
275	4080	10704
276	4095	10690
277	4107	10668
278	4118	10642
279	4129	10617
280	4147	10611
281	4159	10589
282	4170	10566
283	4179	10537
284	4194	10522
285	4206	10501
286	4219	10483
287	4231	10461
288	4245	10444
289	4255	10419
290	4262	10386
291	4270	10354
292	4284	10337
293	4298	10321
294	4308	10296
295	4318	10270
296	4331	10252
297	4347	10242
298	4355	10212
299	4364	10183
300	4371	10152
301	4380	10124
302	4388	10095
303	4397	10067
304	4401	10030
305	4408	9998
306	4415	9968
307	4422	9937
308	4433	9914
309	4446	9896
310	4451	9863
311	4459	9833
312	4464	9798
313	4470	9767
314	4480	9742
315	4492	9724
316	4499	9695
317	4511	9675
318	4519	9649
319	4534	9636
320	4548	9620
321	4558	9599
322	4567	9573
323	4578	9553
324	4589	9531
325	4601	9513
326	4613	9495
327	4626	9479
328	4640	9464
329	4648	9437
330	4659	9417
331	4669	9394
332	4679	9372
333	4689	9350
334	4696	9323
335	4706	9300
336	4715	9277
337	4726	9256
338	4736	9235
339	4747	9214
340	4756	9192
341	4763	9165
342	4774	9146
343	4782	9119
344	4789	9092
345	4793	9061
346	4800	9033
347	4809	9010
348	4818	8988
349	4828	8966
350	4838	8946
351	4849	8926
352	4857	8903
353	4868	8884
354	4894	8892
355	4942	8941
356	4956	8927
357	4965	8903
358	4972	8878
359	4980	8854
360	4987	8828
361	4994	8802
362	5002	8778
363	5011	8755
364	5019	8733
365	5028	8710
366	5037	8689
367	5050	8673
368	5057	8649
369	5068	8630
370	5077	8607
371	5085	8585
372	5093	8562
373	5104	8544
374	5112	8520
375	5121	8499
376	5132	8482
377	5140	8458
378	5151	8440
379	5157	8415
380	5169	8398
381	5178	8377
382	5186	8355
383	5198	8338
384	5205	8316
385	5213	8292
386	5220	8268
387	5229	8248
388	5238	8228
389	5248	8209
390	5262	8196
391	5275	8182
392	5289	8169
393	5300	8153
394	5312	8136
395	5320	8115
396	5332	8099
397	5344	8084
398	5352	8061
399	5361	8042
400	5370	8022
401	5381	8005
402	5391	7986
403	5401	7968
404	5411	7950
405	5421	7931
406	5431	7913
407	5440	7894
408	5447	7871
409	5453	7847
410	5459	7824
411	5470	7806
412	5481	7790
413	5491	7773
414	5502	7756
415	5513	7740
416	5523	7722
417	5529	7699
418	5539	7681
419	5546	7659
420	5553	7637
421	5561	7616
422	5570	7598
423	5576	7576
424	5582	7552
425	5589	7531
426	5593	7506
427	5600	7485
428	5609	7465
429	5616	7445
430	5623	7424
431	5628	7400
432	5639	7384
433	5644	7361
434	5652	7341
435	5658	7320
436	5666	7299
437	5674	7280
438	5680	7259
439	5688	7240
440	5695	7219
441	5702	7199
442	5712	7182
443	5719	7162
444	5728	7144
445	5742	7132
446	5753	7117
447	5776	7117
448	5785	7099
449	5801	7090
450	5818	7082
451	5831	7069
452	5841	7053
453	5853	7039
454	5861	7021
455	5870	7003
456	5878	6984
457	5886	6966
458	5891	6943
459	5898	6924
460	5903	6902
461	5910	6882
462	5940	6889
463	5989	6919
464	6001	6904
465	6007	6884
466	6014	6864
467	6021	6844
468	6031	6828
469	6036	6807
470	6044	6788
471	6051	6769
472	6058	6750
473	6064	6730
474	6069	6708
475	6077	6689
476	6085	6671
477	6092	6653
478	6099	6634
479	6107	6616
480	6115	6598
481	6124	6581
482	6135	6567
483	6143	6549
484	6150	6531
485	6159	6513
486	6166	6495
487	6172	6475
488	6181	6459
489	6188	6440
490	6195	6422
491	6204	6406
492	6213	6389
493	6221	6372
494	6230	6356
495	6236	6337
496	6245	6321
497	6253	6303
498	6259	6284
499	6267	6267
500	6274	6249
501	6280	6230
502	6286	6211
503	6295	6195
504	6300	6175
505	6306	6157
506	6312	6138
507	6323	6123
508	6331	6108
509	6339	6090
510	6346	6073
511	6354	6056
512	6360	6038
513	6366	6019
514	6374	6002
515	6379	5984
516	6386	5966
517	6394	5950
518	6403	5934
519	6410	5917
520	6416	5899
521	6426	5884
522	6432	5866
523	6441	5851
524	6450	5836
525	6460	5821
526	6466	5803
527	6475	5788
528	6482	5771
529	6491	5756
530	6500	5741
531	6507	5724
532	6515	5709
533	6525	5694
534	6531	5676
535	6540	5661
536	6549	5646
537	6557	5630
538	6564	5614
539	6572	5598
540	6578	5581
541	6584	5563
542	6593	5548
543	6599	5531
544	6606	5515
545	6616	5502
546	6622	5484
547	6629	5468
548	6637	5452
549	6646	5438
550	6655	5423
551	6662	5407
552	6670	5392
553	6677	5375
554	6686	5360
555	6694	5346
556	6702	5331
557	6710	5315
558	6720	5301
559	6727	5285
560	6734	5269
561	6742	5254
562	6751	5240
563	6757	5224
564	6769	5211
565	6777	5197
566	6785	5182
567	6798	5170
568	6808	5156
569	6815	5141
570	6823	5126
571	6833	5113
572	6842	5098
573	6852	5085
574	6857	5068
575	6867	5054
576	6872	5038
577	6882	5024
578	6889	5009
579	6900	4996
580	6908	4981
581	6917	4968
582	6930	4957
583	6941	4944
584	6952	4931
585	6964	4920
586	7039	4952
587	7054	4943
588	7063	4928
589	7069	4912
590	7076	4897
591	7086	4883
592	7096	4870
593	7112	4861
594	7124	4849
595	7141	4840
596	7152	4827
597	7163	4815
598	7172	4801
599	7181	4787
600	7190	4773
601	7199	4759
602	7208	4745
603	7217	4731
604	7229	4719
605	7237	4705
606	7246	4692
607	7256	4678
608	7262	4662
609	7268	4646
610	7276	4632
611	7286	4619
612	7293	4604
613	7303	4591
614	7314	4579
615	7328	4568
616	7343	4558
617	7354	4545
618	7363	4532
619	7374	4519
620	7386	4507
621	7393	4492
622	7400	4478
623	7406	4462
624	7411	4447
625	7423	4435
626	7432	4421
627	7440	4407
628	7446	4392
629	7455	4378
630	7461	4363
631	7467	4347
632	7473	4332
633	7480	4318
634	7488	4304
635	7495	4290
636	7501	4275
637	7509	4260
638	7520	4248
639	7526	4233
640	7534	4219
641	7539	4204
642	7544	4188
643	7552	4174
644	7559	4160
645	7563	4144
646	7571	4131
647	7576	4115
648	7586	4102
649	7590	4087
650	7597	4072
651	7603	4058
652	7610	4044
653	7618	4030
654	7626	4016
655	7633	4002
656	7640	3988
657	7648	3975
658	7653	3960
659	7659	3945
660	7666	3931
661	7671	3916
662	7677	3902
663	7686	3889
664	7694	3876
665	7702	3862
666	7717	3852
667	7725	3839
668	7735	3827
669	7746	3815
670	7758	3804
671	7769	3792
672	7783	3781
673	7796	3771
674	7810	3760
675	7821	3748
676	7833	3737
677	7841	3723
678	7851	3711
679	7862	3699
680	7871	3687
681	7885	3676
682	7895	3664
683	7910	3654
684	7919	3641
685	7929	3629
686	7939	3617
687	7949	3605
688	7959	3592
689	7975	3583
690	7982	3569
691	7995	3558
692	8035	3559
693	8097	3570
694	8112	3560
695	8119	3546
696	8127	3533
697	8133	3519
698	8140	3505
699	8145	3490
700	8153	3477
701	8162	3465
702	8169	3451
703	8176	3438
704	8183	3424
705	8191	3411
706	8197	3397
707	8208	3385
708	8213	3371
709	8219	3357
710	8229	3345
711	8238	3332
712	8248	3320
713	8258	3307
714	8268	3295
715	8276	3282
716	8283	3269
717	8293	3257
718	8305	3246
719	8314	3233
720	8325	3221
721	8336	3209
722	8347	3198
723	8351	3183
724	8358	3170
725	8363	3156
726	8372	3144
727	8376	3129
728	8384	3116
729	8389	3102
730	8394	3089
731	8404	3077
732	8410	3063
733	8416	3050
734	8423	3037
735	8428	3023
736	8437	3011
737	8443	2997
738	8454	2985
739	8460	2972
740	8469	2960
741	8475	2946
742	8482	2934
743	8489	2921
744	8499	2909
745	8504	2895
746	8509	2882
747	8516	2869
748	8521	2855
749	8528	2842
750	8534	2829
751	8540	2816
752	8547	2803
753	8555	2791
754	8565	2779
755	8569	2765
756	8575	2752
757	8584	2740
758	8591	2727
759	8600	2716
760	8607	2703
761	8613	2690
762	8622	2678
763	8630	2665
764	8635	2652
765	8641	2639
766	8649	2627
767	8653	2614
768	8662	2602
769	8670	2589
770	8681	2578
771	8690	2566
772	8698	2554
773	8702	2541
774	8712	2529
775	8720	2517
776	8731	2505
777	8743	2494
778	8755	2483
779	8765	2472
780	8773	2460
781	8781	2448
782	8795	2437
783	8806	2426
784	8814	2414
785	8822	2402
786	8829	2389
787	8835	2377
788	8846	2365
789	8856	2354
790	8866	2342
791	8876	2331
792	8885	2319
793	8894	2307
794	8903	2295
795	8914	2284
796	8924	2273
797	8932	2261
798	8942	2249
799	8951	2237
800	8961	2226
801	8969	2214
802	8976	2202
803	8985	2190
804	8994	2178
805	9007	2167
806	9014	2155
807	9021	2143
808	9027	2131
809	9034	2119
810	9045	2108
811	9058	2097
812	9071	2086
813	9156	2092
814	9169	2081
815	9180	2070
816	9190	2058
817	9201	2047
818	9209	2035
819	9216	2023
820	9223	2011
821	9230	1998
822	9238	1986
823	9251	1976
824	9262	1964
825	9274	1953
826	9284	1942
827	9296	1931
828	9305	1919
829	9311	1907
830	9317	1894
831	9323	1882
832	9329	1870
833	9335	1858
834	9343	1846
835	9352	1834
836	9357	1822
837	9364	1810
838	9370	1798
839	9376	1785
840	9384	1774
841	9389	1762
842	9398	1750
843	9406	1738
844	9413	1726
845	9420	1714
846	9425	1702
847	9432	1690
848	9437	1678
849	9442	1666
850	9450	1654
851	9455	1642
852	9462	1630
853	9469	1618
854	9476	1607
855	9484	1595
856	9492	1583
857	9499	1572
858	9505	1560
859	9512	1548
860	9518	1536
861	9524	1524
862	9532	1513
863	9539	1501
864	9548	1490
865	9554	1478
866	9560	1466
867	9565	1454
868	9571	1442
869	9579	1431
870	9583	1419
871	9592	1408
872	9600	1396
873	9607	1385
874	9614	1373
875	9620	1361
876	9629	1350
877	9634	1338
878	9642	1327
879	9646	1315
880	9654	1304
881	9660	1292
882	9668	1281
883	9677	1269
884	9683	1258
885	9694	1247
886	9699	1235
887	9711	1224
888	9720	1213
889	9730	1202
890	9748	1192
891	9761	1181
892	9787	1172
893	9803	1162
894	9815	1151
895	9821	1140
896	9830	1128
897	9842	1117
898	9846	1106
899	9854	1094
900	9862	1083
901	9870	1072
902	9880	1061
903	9892	1050
904	9899	1039
905	9909	1028
906	9917	1016
907	9926	1005
908	9933	994
909	9940	983
910	9946	971
911	9955	960
912	9960	949
913	9969	938
914	9974	926
915	9981	915
916	9989	904
917	9995	892
918	10003	881
919	10010	870
920	10015	859
921	10022	847
922	10028	836
923	10037	825
924	10042	814
925	10050	803
926	10059	792
927	10064	780
928	10072	769
929	10081	758
930	10088	747
931	10094	736
932	10102	725
933	10109	714
934	10116	703
935	10125	692
936	10133	681
937	10139	670
938	10269	667
939	10285	656
940	10308	646
941	10326	635
942	10342	625
943	10354	614
944	10369	603
945	10379	592
946	10388	581
947	10394	570
948	10401	558
949	10406	547
950	10412	536
951	10418	525
952	10424	514
953	10432	503
954	10437	491
955	10444	480
956	10451	469
957	10457	458
958	10466	447
959	10474	436
960	10483	425
961	10487	414
962	10494	403
963	10500	392
964	10508	381
965	10516	370
966	10523	359
967	10532	348
968	10538	337
969	10547	326
970	10551	315
971	10559	304
972	10565	293
973	10570	282
974	10577	271
975	10585	260
976	10596	249
977	10600	238
978	10606	227
979	10613	216
980	10617	205
981	10625	194
982	10630	183
983	10635	172
984	10641	162
985	10648	151
986	10654	140
987	10662	129
988	10669	118
989	10678	107
990	10683	97
991	10698	86
992	10709	75
993	10721	64
994	10731	53
995	10743	43
996	10753	32
997	10762	21
998	10769	10
999	10779	0
