iter	Passed	Remaining
209	1048	3944
210	1054	3944
211	1063	3954
212	1070	3954
213	1076	3953
214	1082	3951
215	1089	3953
216	1095	3952
217	1099	3944
218	1106	3947
219	1113	3946
220	1119	3946
221	1124	3939
222	1129	3933
223	1133	3925
224	1137	3919
225	1141	3908
226	1145	3900
227	1149	3893
228	1153	3885
229	1157	3874
230	1160	3863
231	1163	3851
232	1168	3846
233	1172	3838
234	1178	3835
235	1183	3831
236	1188	3825
237	1191	3815
238	1195	3805
239	1202	3806
240	1205	3797
241	1210	3792
242	1216	3790
243	1220	3782
244	1225	3776
245	1233	3779
246	1238	3775
247	1243	3770
248	1249	3767
249	1253	3760
250	1258	3754
251	1264	3752
252	1270	3750
253	1276	3750
254	1282	3746
255	1285	3735
256	1292	3735
257	1298	3733
258	1304	3732
259	1309	3726
260	1319	3736
261	1330	3748
262	1336	3745
263	1342	3743
264	1355	3759
265	1369	3779
266	1374	3773
267	1379	3768
268	1385	3764
269	1389	3756
270	1394	3751
271	1398	3744
272	1403	3737
273	1409	3735
274	1414	3729
275	1420	3725
276	1426	3722
277	1431	3718
278	1436	3712
279	1441	3706
280	1446	3700
281	1450	3693
282	1457	3692
283	1461	3685
284	1467	3680
285	1474	3680
286	1480	3676
287	1484	3670
288	1490	3667
289	1496	3663
290	1501	3658
291	1507	3654
292	1513	3652
293	1519	3648
294	1524	3642
295	1528	3635
296	1533	3629
297	1538	3624
298	1542	3616
299	1547	3609
300	1550	3601
301	1556	3597
302	1561	3590
303	1565	3583
304	1570	3578
305	1575	3572
306	1580	3567
307	1585	3562
308	1590	3556
309	1593	3546
310	1597	3538
311	1603	3535
312	1606	3526
313	1611	3519
314	1614	3510
315	1617	3501
316	1623	3498
317	1626	3489
318	1629	3479
319	1634	3473
320	1638	3466
321	1642	3458
322	1647	3452
323	1652	3447
324	1655	3439
325	1660	3432
326	1664	3426
327	1668	3419
328	1672	3410
329	1676	3403
330	1680	3397
331	1685	3391
332	1688	3382
333	1693	3376
334	1698	3370
335	1702	3363
336	1705	3355
337	1709	3347
338	1712	3339
339	1717	3334
340	1722	3328
341	1726	3322
342	1731	3317
343	1736	3311
344	1740	3304
345	1744	3298
346	1750	3293
347	1754	3287
348	1759	3282
349	1764	3277
350	1768	3269
351	1772	3262
352	1776	3256
353	1781	3250
354	1786	3245
355	1790	3239
356	1796	3236
357	1801	3229
358	1805	3223
359	1809	3217
360	1814	3211
361	1818	3205
362	1822	3198
363	1827	3193
364	1832	3187
365	1835	3179
366	1840	3174
367	1845	3169
368	1849	3162
369	1852	3155
370	1859	3152
371	1863	3146
372	1868	3140
373	1871	3132
374	1875	3126
375	1880	3121
376	1885	3115
377	1889	3109
378	1894	3104
379	1899	3098
380	1903	3092
381	1909	3088
382	1913	3082
383	1918	3077
384	1924	3074
385	1928	3067
386	1945	3080
387	1949	3075
388	1955	3071
389	1959	3064
390	1963	3057
391	1966	3050
392	1970	3044
393	1975	3038
394	1979	3032
395	1984	3026
396	1989	3021
397	1993	3014
398	1996	3007
399	2000	3000
400	2002	2991
401	2008	2987
402	2012	2981
403	2016	2974
404	2019	2967
405	2023	2960
406	2026	2953
407	2030	2946
408	2033	2938
409	2038	2934
410	2042	2927
411	2049	2925
412	2054	2920
413	2059	2914
414	2063	2908
415	2066	2901
416	2072	2897
417	2075	2890
418	2080	2884
419	2087	2882
420	2090	2875
421	2095	2870
422	2100	2865
423	2104	2858
424	2108	2852
425	2113	2847
426	2118	2843
427	2122	2837
428	2127	2831
429	2131	2825
430	2137	2821
431	2142	2817
432	2148	2813
433	2153	2808
434	2158	2803
435	2163	2798
436	2169	2794
437	2174	2789
438	2181	2787
439	2186	2782
440	2191	2777
441	2195	2771
442	2201	2767
443	2206	2763
444	2211	2758
445	2217	2753
446	2222	2749
447	2227	2745
448	2233	2741
449	2238	2736
450	2244	2731
451	2249	2727
452	2253	2721
453	2258	2715
454	2262	2709
455	2267	2705
456	2271	2699
457	2276	2694
458	2282	2690
459	2287	2685
460	2292	2680
461	2297	2675
462	2301	2669
463	2306	2664
464	2313	2661
465	2317	2655
466	2321	2649
467	2325	2643
468	2329	2638
469	2335	2633
470	2339	2627
471	2344	2623
472	2348	2616
473	2352	2610
474	2357	2605
475	2362	2600
476	2365	2593
477	2369	2587
478	2373	2581
479	2378	2576
480	2382	2570
481	2386	2564
482	2390	2558
483	2396	2555
484	2400	2549
485	2404	2542
486	2407	2536
487	2411	2529
488	2416	2525
489	2422	2521
490	2426	2515
491	2431	2510
492	2437	2506
493	2443	2502
494	2448	2498
495	2452	2492
496	2457	2486
497	2462	2482
498	2467	2477
499	2471	2471
500	2477	2467
501	2483	2463
502	2487	2457
503	2491	2451
504	2494	2445
505	2499	2440
506	2505	2436
507	2509	2430
508	2513	2424
509	2516	2417
510	2521	2412
511	2527	2409
512	2533	2404
513	2538	2400
514	2542	2394
515	2547	2389
516	2551	2383
517	2557	2379
518	2561	2373
519	2565	2368
520	2570	2363
521	2574	2357
522	2578	2351
523	2582	2346
524	2586	2340
525	2591	2335
526	2596	2330
527	2600	2324
528	2605	2319
529	2608	2313
530	2612	2307
531	2617	2302
532	2621	2296
533	2625	2291
534	2631	2286
535	2636	2282
536	2640	2276
537	2643	2270
538	2647	2264
539	2652	2259
540	2656	2253
541	2660	2248
542	2666	2244
543	2670	2238
544	2674	2232
545	2678	2226
546	2684	2222
547	2689	2218
548	2693	2212
549	2700	2209
550	2704	2203
551	2708	2198
552	2714	2193
553	2719	2189
554	2725	2185
555	2730	2180
556	2735	2175
557	2739	2169
558	2743	2164
559	2749	2160
560	2752	2153
561	2757	2149
562	2763	2144
563	2767	2139
564	2771	2133
565	2775	2128
566	2779	2122
567	2784	2117
568	2788	2112
569	2792	2106
570	2798	2102
571	2802	2096
572	2806	2091
573	2809	2084
574	2813	2079
575	2818	2074
576	2822	2069
577	2829	2065
578	2832	2059
579	2837	2054
580	2841	2048
581	2847	2044
582	2851	2039
583	2855	2033
584	2859	2028
585	2863	2023
586	2867	2017
587	2872	2012
588	2877	2007
589	2881	2002
590	2885	1996
591	2890	1991
592	2895	1987
593	2899	1981
594	2903	1976
595	2907	1971
596	2913	1966
597	2937	1974
598	2942	1969
599	2946	1964
600	2950	1958
601	2954	1953
602	2958	1947
603	2962	1942
604	2966	1936
605	2971	1931
606	2976	1927
607	2979	1921
608	2983	1915
609	2987	1909
610	2990	1903
611	2994	1898
612	2998	1893
613	3003	1888
614	3008	1883
615	3013	1878
616	3017	1873
617	3022	1868
618	3025	1862
619	3030	1857
620	3034	1851
621	3038	1846
622	3043	1841
623	3047	1836
624	3051	1830
625	3055	1825
626	3059	1820
627	3063	1814
628	3068	1809
629	3071	1804
630	3075	1798
631	3079	1792
632	3082	1787
633	3088	1782
634	3091	1777
635	3096	1772
636	3100	1766
637	3105	1761
638	3109	1756
639	3113	1751
640	3118	1746
641	3122	1740
642	3127	1736
643	3131	1731
644	3137	1726
645	3142	1721
646	3146	1716
647	3152	1712
648	3156	1707
649	3161	1702
650	3166	1697
651	3173	1693
652	3177	1688
653	3184	1684
654	3189	1679
655	3194	1674
656	3200	1670
657	3205	1666
658	3210	1661
659	3216	1656
660	3220	1651
661	3225	1646
662	3229	1641
663	3236	1637
664	3240	1632
665	3245	1627
666	3252	1624
667	3260	1620
668	3267	1616
669	3272	1611
670	3283	1609
671	3296	1609
672	3305	1605
673	3309	1600
674	3319	1598
675	3328	1595
676	3332	1590
677	3338	1585
678	3341	1579
679	3347	1575
680	3351	1569
681	3355	1564
682	3362	1560
683	3366	1555
684	3371	1550
685	3378	1546
686	3383	1541
687	3388	1536
688	3394	1532
689	3398	1526
690	3402	1521
691	3406	1516
692	3411	1511
693	3417	1506
694	3422	1501
695	3427	1496
696	3431	1491
697	3436	1486
698	3442	1482
699	3447	1477
700	3451	1472
701	3458	1468
702	3463	1463
703	3468	1458
704	3474	1453
705	3478	1448
706	3483	1443
707	3487	1438
708	3494	1434
709	3499	1429
710	3504	1424
711	3508	1419
712	3514	1414
713	3520	1410
714	3525	1405
715	3529	1399
716	3533	1394
717	3540	1390
718	3544	1385
719	3548	1380
720	3554	1375
721	3561	1371
722	3566	1366
723	3572	1361
724	3576	1356
725	3580	1351
726	3586	1346
727	3591	1341
728	3595	1336
729	3601	1331
730	3605	1326
731	3610	1321
732	3615	1316
733	3620	1312
734	3624	1306
735	3628	1301
736	3634	1296
737	3638	1291
738	3642	1286
739	3646	1281
740	3652	1276
741	3655	1271
742	3659	1265
743	3662	1260
744	3668	1255
745	3671	1250
746	3675	1244
747	3679	1239
748	3683	1234
749	3688	1229
750	3691	1224
751	3695	1218
752	3700	1213
753	3703	1208
754	3707	1203
755	3712	1198
756	3718	1193
757	3722	1188
758	3725	1182
759	3729	1177
760	3734	1172
761	3737	1167
762	3741	1162
763	3745	1156
764	3750	1152
765	3753	1146
766	3758	1141
767	3761	1136
768	3765	1131
769	3769	1125
770	3772	1120
771	3776	1115
772	3781	1110
773	3786	1105
774	3790	1100
775	3794	1095
776	3798	1090
777	3802	1084
778	3806	1079
779	3811	1074
780	3816	1070
781	3819	1064
782	3823	1059
783	3828	1054
784	3832	1049
785	3836	1044
786	3840	1039
787	3845	1034
788	3848	1029
789	3852	1024
790	3856	1019
791	3862	1014
792	3865	1009
793	3869	1003
794	3873	998
795	3877	993
796	3882	988
797	3885	983
798	3890	978
799	3894	973
800	3898	968
801	3902	963
802	4094	1004
803	4115	1003
804	4121	998
805	4127	993
806	4132	988
807	4137	983
808	4142	978
809	4147	972
810	4151	967
811	4157	962
812	4160	957
813	4165	951
814	4169	946
815	4174	941
816	4179	936
817	4183	930
818	4189	925
819	4192	920
820	4197	915
821	4201	909
822	4207	904
823	4211	899
824	4217	894
825	4222	889
826	4227	884
827	4231	879
828	4237	874
829	4241	868
830	4246	863
831	4253	858
832	4256	853
833	4259	847
834	4263	842
835	4269	837
836	4273	832
837	4277	826
838	4281	821
839	4286	816
840	4291	811
841	4296	806
842	4301	801
843	4305	795
844	4309	790
845	4314	785
846	4319	780
847	4322	774
848	4326	769
849	4331	764
850	4335	759
851	4339	753
852	4343	748
853	4346	743
854	4352	738
855	4356	732
856	4361	727
857	4366	722
858	4370	717
859	4374	712
860	4378	706
861	4384	701
862	4388	696
863	4394	691
864	4399	686
865	4405	681
866	4409	676
867	4413	671
868	4418	666
869	4422	660
870	4427	655
871	4432	650
872	4437	645
873	4442	640
874	4447	635
875	4451	630
876	4456	625
877	4460	619
878	4463	614
879	4469	609
880	4474	604
881	4478	599
882	4485	594
883	4488	589
884	4493	583
885	4500	579
886	4507	574
887	4514	569
888	4521	564
889	4528	559
890	4534	554
891	4540	549
892	4547	544
893	4553	539
894	4561	535
895	4566	530
896	4572	525
897	4578	520
898	4584	515
899	4592	510
900	4598	505
901	4603	500
902	4610	495
903	4615	490
904	4621	485
905	4627	480
906	4632	475
907	4637	469
908	4643	464
909	4648	459
910	4654	454
911	4659	449
912	4664	444
913	4668	439
914	4674	434
915	4679	429
916	4685	424
917	4691	419
918	4695	413
919	4700	408
920	4709	403
921	4714	398
922	4725	394
923	4731	389
924	4740	384
925	4745	379
926	4750	374
927	4757	369
928	4761	363
929	4768	358
930	4772	353
931	4777	348
932	4782	343
933	4787	338
934	4791	333
935	4795	327
936	4799	322
937	4804	317
938	4808	312
939	4813	307
940	4818	302
941	4822	296
942	4826	291
943	4831	286
944	4836	281
945	4839	276
946	4844	271
947	4850	266
948	4853	260
949	4858	255
950	4862	250
951	4868	245
952	4872	240
953	4877	235
954	4883	230
955	4887	224
956	4892	219
957	4898	214
958	4902	209
959	4906	204
960	4910	199
961	4916	194
962	4920	189
963	4924	183
964	4929	178
965	4934	173
966	4939	168
967	4944	163
968	4949	158
969	4952	153
970	4956	148
971	4962	142
972	4965	137
973	4969	132
974	4977	127
975	4982	122
976	4986	117
977	4990	112
978	4995	107
979	5001	102
980	5004	96
981	5009	91
982	5013	86
983	5017	81
984	5021	76
985	5027	71
986	5031	66
987	5035	61
988	5040	56
989	5045	50
990	5049	45
991	5053	40
992	5058	35
993	5064	30
994	5071	25
995	5079	20
996	5120	15
997	5125	10
998	5130	5
999	5133	0
