iter	Logloss	Accuracy
83	0.1513378735	0.9522373052
84	0.1510416733	0.9522373052
85	0.1508490497	0.9522373052
86	0.1507308272	0.9522373052
87	0.1500892364	0.9522373052
88	0.1495467735	0.9522373052
89	0.1492490442	0.9522373052
90	0.1486236562	0.9522373052
91	0.1481805792	0.9522373052
92	0.1477958573	0.9522373052
93	0.1475889144	0.9522373052
94	0.1469249198	0.9522373052
95	0.1468154331	0.9522373052
96	0.1467259046	0.9522373052
97	0.1465931881	0.9522373052
98	0.1461706148	0.9522373052
99	0.1456860916	0.9522373052
100	0.1453639778	0.9522373052
101	0.145186476	0.9522373052
102	0.1448021846	0.9522373052
103	0.1447021059	0.9522373052
104	0.1444476818	0.9522373052
105	0.1439804075	0.9527400704
106	0.1433632995	0.9527400704
107	0.142570975	0.9527400704
108	0.1422685554	0.9547511312
109	0.1417066559	0.9547511312
110	0.1411146466	0.9547511312
111	0.1410694896	0.9547511312
112	0.1406255308	0.9547511312
113	0.1402371702	0.9547511312
114	0.1401767735	0.9547511312
115	0.1401327042	0.9547511312
116	0.1399819502	0.9547511312
117	0.1395781812	0.9547511312
118	0.1392706669	0.9547511312
119	0.1390818683	0.9552538964
120	0.1389232344	0.9552538964
121	0.1384967801	0.9547511312
122	0.1383404486	0.9552538964
123	0.1374384725	0.9552538964
124	0.1370644238	0.9552538964
125	0.1362058364	0.9552538964
126	0.1359881399	0.9552538964
127	0.1355072116	0.9552538964
128	0.1353868889	0.9552538964
129	0.1345000587	0.9552538964
130	0.1343184077	0.9552538964
131	0.133957275	0.9552538964
132	0.1338613919	0.9552538964
133	0.1338406333	0.9552538964
134	0.1336331631	0.9552538964
135	0.1335554861	0.9552538964
136	0.1334516045	0.9552538964
137	0.1332339303	0.9552538964
138	0.1326721355	0.9552538964
139	0.1320395317	0.9552538964
140	0.1317912423	0.9552538964
141	0.1316952135	0.9552538964
142	0.131473121	0.9552538964
143	0.1313442409	0.9557566616
144	0.1311403001	0.9557566616
145	0.1308667792	0.9557566616
146	0.1305994311	0.9557566616
147	0.1301867221	0.9557566616
148	0.129824355	0.9557566616
149	0.1298191088	0.9557566616
150	0.1293850941	0.9557566616
151	0.1293098954	0.9557566616
152	0.1289749838	0.9557566616
153	0.1288754385	0.9557566616
154	0.1283562761	0.9557566616
155	0.1281208006	0.9562594268
156	0.1276614283	0.9567621921
157	0.1275220624	0.9567621921
158	0.1272615855	0.9567621921
159	0.1270567978	0.9567621921
160	0.1264433539	0.9567621921
161	0.1261925685	0.9567621921
162	0.1260223018	0.9567621921
163	0.1258238504	0.9567621921
164	0.1257039068	0.9567621921
165	0.1255396239	0.9567621921
166	0.1253001806	0.9567621921
167	0.1251060252	0.9567621921
168	0.124954762	0.9567621921
169	0.1247558391	0.9567621921
170	0.1244968128	0.9567621921
171	0.1244674901	0.9567621921
172	0.1242500805	0.9572649573
173	0.1241579497	0.9572649573
174	0.1239004333	0.9572649573
175	0.1236934003	0.9572649573
176	0.1232403279	0.9572649573
177	0.1230119365	0.9572649573
178	0.1224926114	0.9572649573
179	0.1224044754	0.9572649573
180	0.1223798348	0.9572649573
181	0.1220620662	0.9572649573
182	0.1218566898	0.9572649573
183	0.1216318616	0.9572649573
184	0.1212834701	0.9572649573
185	0.1211887729	0.9572649573
186	0.1211858478	0.9572649573
187	0.1210925652	0.9572649573
188	0.1207558333	0.9572649573
189	0.1203774973	0.9572649573
190	0.1202624956	0.9572649573
191	0.1202021238	0.9572649573
192	0.1199063778	0.9572649573
193	0.1195815206	0.9572649573
194	0.1194459308	0.9572649573
195	0.1191671291	0.9572649573
196	0.1191322035	0.9572649573
197	0.1189387669	0.9572649573
198	0.1189088317	0.9572649573
199	0.1186381374	0.9572649573
200	0.1184318363	0.9572649573
201	0.1180823302	0.9572649573
202	0.1178966554	0.9572649573
203	0.1174936118	0.9572649573
204	0.117304023	0.9572649573
205	0.1171230819	0.9572649573
206	0.1170186548	0.9572649573
207	0.1166948116	0.9577677225
208	0.1166750113	0.9577677225
209	0.1164963139	0.9572649573
210	0.116306261	0.9577677225
211	0.1161560178	0.9577677225
212	0.1159843755	0.9577677225
213	0.1157896947	0.9577677225
214	0.1155447773	0.9577677225
215	0.1153708889	0.9577677225
216	0.115178345	0.9577677225
217	0.1148611718	0.9582704877
218	0.1146948361	0.9582704877
219	0.1146595344	0.9582704877
220	0.1142843478	0.9582704877
221	0.1140560738	0.9582704877
222	0.1137814378	0.9582704877
223	0.1136621868	0.9582704877
224	0.113306402	0.9582704877
225	0.1130134763	0.9582704877
226	0.1129400874	0.9582704877
227	0.1127162075	0.9582704877
228	0.1125382546	0.9582704877
229	0.1122220905	0.9582704877
230	0.111972792	0.9582704877
231	0.1117555679	0.9582704877
232	0.1115378348	0.9582704877
233	0.1114288488	0.9582704877
234	0.1112689697	0.9582704877
235	0.1109816814	0.9582704877
236	0.1105082827	0.9582704877
237	0.1101117572	0.9582704877
238	0.1099234097	0.9582704877
239	0.1097390304	0.9582704877
240	0.1094545261	0.9582704877
241	0.1091107248	0.9582704877
242	0.1089949769	0.9582704877
243	0.1088670022	0.9582704877
244	0.1087313732	0.9582704877
245	0.1085116223	0.9582704877
246	0.1082748682	0.9582704877
247	0.1078822321	0.9582704877
248	0.1076273678	0.9587732529
249	0.1070504775	0.9587732529
250	0.1068950097	0.9587732529
251	0.1065270516	0.9592760181
252	0.106414443	0.9592760181
253	0.1063601718	0.9592760181
254	0.1061988978	0.9592760181
255	0.1061389144	0.9592760181
256	0.1055376396	0.9592760181
257	0.1053339146	0.9592760181
258	0.1051575248	0.9592760181
259	0.1049591358	0.9592760181
260	0.1048203493	0.9592760181
261	0.1047935682	0.9592760181
262	0.1045625674	0.9592760181
263	0.1043191503	0.9597787833
264	0.1038705619	0.9602815485
265	0.1036581639	0.9602815485
266	0.1035831949	0.9602815485
267	0.1031100853	0.9602815485
268	0.103052589	0.9602815485
269	0.1027675492	0.9607843137
270	0.1026362637	0.9607843137
271	0.1025943593	0.9607843137
272	0.1023801649	0.9602815485
273	0.1020986409	0.9602815485
274	0.1020580069	0.9602815485
275	0.1015761278	0.9602815485
276	0.1014123488	0.9602815485
277	0.1010393453	0.9602815485
278	0.1007705436	0.9602815485
279	0.1006249847	0.9602815485
280	0.1005738686	0.9602815485
281	0.1004036219	0.9602815485
282	0.1001329156	0.9602815485
283	0.09999949616	0.9602815485
284	0.0998320205	0.9602815485
285	0.09964018691	0.9602815485
286	0.0990448578	0.9607843137
287	0.09892643914	0.9612870789
288	0.09880105069	0.9612870789
289	0.09854550984	0.9612870789
290	0.0983523203	0.9612870789
291	0.09827974525	0.9612870789
292	0.09789739029	0.9612870789
293	0.09781161767	0.9617898441
294	0.09768068688	0.9617898441
295	0.09750937512	0.9617898441
296	0.09711383059	0.9617898441
297	0.09688440791	0.9617898441
298	0.09657426772	0.9617898441
299	0.09643477791	0.9617898441
300	0.09627173343	0.9617898441
301	0.09606424259	0.9622926094
302	0.09588899077	0.9622926094
303	0.09569591704	0.9622926094
304	0.09551034943	0.9627953746
305	0.09511353989	0.9627953746
306	0.09488047081	0.9627953746
307	0.09486089478	0.9627953746
308	0.09478920445	0.9632981398
309	0.0945925407	0.9632981398
310	0.09424283664	0.963800905
311	0.09418604948	0.963800905
312	0.0941300176	0.963800905
313	0.09393891901	0.963800905
314	0.09366094535	0.963800905
315	0.09341617032	0.963800905
316	0.09320134844	0.963800905
317	0.09301785756	0.9643036702
318	0.09268600161	0.9648064354
319	0.0925768083	0.9648064354
320	0.092448223	0.9648064354
321	0.09229914726	0.9648064354
322	0.09184086904	0.9653092006
323	0.09169440871	0.9653092006
324	0.09148806341	0.9653092006
325	0.09118916926	0.9653092006
326	0.09094716224	0.9653092006
327	0.09064052795	0.9653092006
328	0.090516471	0.9653092006
329	0.0902289057	0.9668174962
330	0.09005797877	0.9668174962
331	0.08997060881	0.9668174962
332	0.08984812034	0.9668174962
333	0.08969961822	0.966314731
334	0.08967040416	0.966314731
335	0.08958990686	0.9668174962
336	0.08956223009	0.9668174962
337	0.08943852097	0.9673202614
338	0.08931838145	0.9673202614
339	0.08906947484	0.9673202614
340	0.08881922952	0.9668174962
341	0.08867081595	0.9668174962
342	0.08860780943	0.9673202614
343	0.08853108774	0.9673202614
344	0.08825658681	0.9673202614
345	0.08775692069	0.9678230266
346	0.0876467634	0.9678230266
347	0.08736859782	0.9678230266
348	0.0869692499	0.9678230266
349	0.08683345211	0.9678230266
350	0.08654512587	0.9678230266
351	0.08639714549	0.9678230266
352	0.08603107575	0.9673202614
353	0.08576446166	0.9678230266
354	0.08568193146	0.9673202614
355	0.08562300973	0.9673202614
356	0.08549417912	0.9678230266
357	0.0852392721	0.9673202614
358	0.08499770652	0.9683257919
359	0.08479197792	0.9683257919
360	0.08456888012	0.9678230266
361	0.08452218454	0.9683257919
362	0.08440449462	0.9683257919
363	0.08424045685	0.9683257919
364	0.08411515887	0.9683257919
365	0.08389061739	0.9683257919
366	0.08352776908	0.9693313223
367	0.08346412234	0.9693313223
368	0.08312574651	0.9698340875
369	0.08272203959	0.9693313223
370	0.08264051492	0.9693313223
371	0.08196103027	0.9693313223
372	0.08177804442	0.9698340875
373	0.08144451776	0.9703368527
374	0.08129515702	0.9713423831
375	0.08091266478	0.9713423831
376	0.08078270277	0.9713423831
377	0.08054742716	0.9713423831
378	0.08041485145	0.9713423831
379	0.08025680394	0.9713423831
380	0.07984469178	0.9718451483
381	0.07958337052	0.9713423831
382	0.07944655751	0.9718451483
383	0.07924954773	0.9718451483
384	0.07907609746	0.9718451483
385	0.07904960562	0.9718451483
386	0.07884866436	0.9718451483
387	0.0785912484	0.9713423831
388	0.07845147256	0.9713423831
389	0.07832054538	0.9713423831
390	0.07803763521	0.9718451483
391	0.07784188488	0.9718451483
392	0.07767759754	0.9718451483
393	0.07758545625	0.9718451483
394	0.07741165599	0.9718451483
395	0.07712497653	0.9718451483
396	0.07704052241	0.9718451483
397	0.07691938343	0.9718451483
398	0.0765870526	0.9718451483
399	0.07632772322	0.9718451483
400	0.07615877291	0.9718451483
401	0.07606520928	0.9718451483
402	0.0759260227	0.9718451483
403	0.07588143862	0.9718451483
404	0.07549042774	0.9718451483
405	0.07543507855	0.9718451483
406	0.07537073429	0.9718451483
407	0.07531468962	0.9718451483
408	0.07526254855	0.9718451483
409	0.0749126511	0.9718451483
410	0.07472117722	0.9718451483
411	0.07460447195	0.9723479135
412	0.07452715366	0.9723479135
413	0.0744897663	0.9723479135
414	0.07434852338	0.9723479135
415	0.07433506071	0.9723479135
416	0.07429556902	0.9723479135
417	0.07393214859	0.9723479135
418	0.07350139576	0.9728506787
419	0.07338096189	0.9728506787
420	0.07323274875	0.9728506787
421	0.07317494191	0.9728506787
422	0.07305693651	0.9728506787
423	0.07276423124	0.9728506787
424	0.07249122022	0.9728506787
425	0.07241208566	0.9728506787
426	0.07226890078	0.9728506787
427	0.07225706749	0.9728506787
428	0.07223513272	0.9728506787
429	0.07207692693	0.9728506787
430	0.07179576995	0.9728506787
431	0.07168225907	0.9733534439
432	0.07160133265	0.9728506787
433	0.07125521551	0.9728506787
434	0.07117736112	0.9728506787
435	0.0710401407	0.9728506787
436	0.07083483497	0.9728506787
437	0.07065654979	0.9733534439
438	0.07043608681	0.9733534439
439	0.07041709545	0.9733534439
440	0.07020073805	0.9733534439
441	0.07009342033	0.9733534439
442	0.07006278356	0.9733534439
443	0.06999121278	0.9733534439
444	0.0697630585	0.9733534439
445	0.06971164402	0.9733534439
446	0.06957900977	0.9733534439
447	0.06946850577	0.9733534439
448	0.06931464408	0.9733534439
449	0.06915989973	0.9733534439
450	0.06907342153	0.9733534439
451	0.06886757057	0.9738562092
452	0.06856646222	0.9743589744
453	0.0683932985	0.9743589744
454	0.06818377265	0.9743589744
455	0.06811127626	0.9743589744
456	0.06778519026	0.9743589744
457	0.06761757552	0.9748617396
458	0.06732939512	0.9748617396
459	0.0672297689	0.9748617396
460	0.06706814435	0.9753645048
461	0.06692950555	0.9753645048
462	0.06683716939	0.9753645048
463	0.06660066415	0.9753645048
464	0.06631727855	0.9753645048
465	0.06609597521	0.9753645048
466	0.06606313043	0.9753645048
467	0.06595999523	0.9753645048
468	0.06589581392	0.9753645048
469	0.06569275893	0.97586727
470	0.0654819557	0.9763700352
471	0.06535891963	0.9763700352
472	0.06529863812	0.9763700352
473	0.06526140873	0.9763700352
474	0.06523504331	0.9763700352
475	0.06522120918	0.9763700352
476	0.06512120263	0.9763700352
477	0.06495972777	0.9763700352
478	0.06467001015	0.9763700352
479	0.06441240296	0.9763700352
480	0.06432866961	0.9763700352
481	0.0643146363	0.9763700352
482	0.06424931815	0.9763700352
483	0.06415881959	0.9763700352
484	0.06397295069	0.9763700352
485	0.06396205839	0.9763700352
486	0.06383444007	0.9763700352
487	0.06356246445	0.9763700352
488	0.06347823461	0.9763700352
489	0.06341178278	0.9763700352
490	0.06322809364	0.9763700352
491	0.06309546738	0.9768728004
492	0.06293935111	0.9768728004
493	0.06264311916	0.9768728004
494	0.06251848967	0.9768728004
495	0.06233495291	0.9778783308
496	0.06222067696	0.9778783308
497	0.06203464804	0.9778783308
498	0.06187085385	0.978381096
499	0.06182492006	0.978381096
500	0.06161687443	0.978381096
501	0.06150494983	0.978381096
502	0.06142242728	0.978381096
503	0.06122393047	0.978381096
504	0.06111535663	0.978381096
505	0.06101772999	0.978381096
506	0.06091965508	0.978381096
507	0.06084606095	0.978381096
508	0.06064796998	0.9788838612
509	0.06054515896	0.9788838612
510	0.06051100738	0.9788838612
511	0.06039288507	0.9793866264
512	0.0602864438	0.9793866264
513	0.06021928455	0.9793866264
514	0.0601153004	0.9793866264
515	0.06000350583	0.9793866264
516	0.05989120957	0.9793866264
517	0.0598018358	0.9793866264
518	0.05972740164	0.9793866264
519	0.0596047322	0.9793866264
520	0.05924826148	0.9788838612
521	0.05904709012	0.9793866264
522	0.05895992911	0.9793866264
523	0.05886801734	0.9793866264
524	0.05879395925	0.9793866264
525	0.05876791608	0.9793866264
526	0.05855479849	0.9798893917
527	0.05831892641	0.9803921569
528	0.05824574201	0.9803921569
529	0.05812697497	0.9803921569
530	0.05808052523	0.9808949221
531	0.05775239485	0.9803921569
532	0.0575786835	0.9803921569
533	0.05751643929	0.9803921569
534	0.05747212967	0.9808949221
535	0.05738630593	0.9813976873
536	0.05727494402	0.9813976873
537	0.05719820108	0.9813976873
538	0.05716733367	0.9813976873
539	0.0571189529	0.9813976873
540	0.0570540254	0.9813976873
541	0.05687543767	0.9813976873
542	0.05667395942	0.9813976873
543	0.056570807	0.9813976873
544	0.05649767149	0.9819004525
545	0.05636051344	0.9819004525
546	0.05628447178	0.9819004525
547	0.05610006729	0.9819004525
548	0.05599401518	0.9824032177
549	0.0559499456	0.9824032177
550	0.05579915406	0.9824032177
551	0.05574202836	0.9829059829
552	0.05560147109	0.9824032177
553	0.05550941333	0.9824032177
554	0.05521062396	0.9824032177
555	0.05517258983	0.9829059829
556	0.05514244917	0.9829059829
557	0.05512120456	0.9829059829
558	0.05499932616	0.9829059829
559	0.05490933583	0.9829059829
560	0.05482365471	0.9829059829
561	0.05456416403	0.9829059829
562	0.05447304449	0.9829059829
563	0.05438101758	0.9829059829
564	0.05433085279	0.9829059829
565	0.05410936113	0.9829059829
566	0.0539361317	0.9829059829
567	0.05376976293	0.9829059829
568	0.05372545651	0.9829059829
569	0.05363949093	0.9834087481
570	0.05356479501	0.9839115133
571	0.05350617588	0.9839115133
572	0.05344817672	0.9839115133
573	0.05339435231	0.9839115133
574	0.05314042526	0.9839115133
575	0.05294288396	0.9839115133
576	0.05288108776	0.9839115133
577	0.05279762849	0.9839115133
578	0.05275961137	0.9839115133
579	0.05266135524	0.9839115133
580	0.05262763125	0.9839115133
581	0.05249154106	0.9839115133
582	0.05224819013	0.9844142785
583	0.05219264187	0.9844142785
584	0.05211159785	0.9844142785
585	0.05208491302	0.9844142785
586	0.05196633001	0.9839115133
587	0.05179016374	0.9844142785
588	0.05167926295	0.9844142785
589	0.05158400515	0.9849170437
590	0.05146490477	0.9844142785
591	0.05135133145	0.9844142785
592	0.05129232731	0.9849170437
593	0.05121023348	0.9849170437
594	0.05118458307	0.9849170437
595	0.05108868879	0.9849170437
596	0.05093867415	0.9849170437
597	0.05065443896	0.9854198089
598	0.05057979913	0.9854198089
599	0.05052184325	0.9854198089
600	0.05036522706	0.9854198089
601	0.05024500818	0.9854198089
602	0.05015929058	0.9854198089
603	0.05009037896	0.9854198089
604	0.04995698139	0.9859225742
605	0.04988386844	0.9859225742
606	0.04979598739	0.9859225742
607	0.04968016539	0.9864253394
608	0.04961194065	0.9864253394
609	0.04952613412	0.9864253394
610	0.04941906983	0.9864253394
611	0.04934514624	0.9864253394
612	0.04914268949	0.9869281046
613	0.04909217941	0.9869281046
614	0.04900767138	0.9869281046
615	0.04890263361	0.9869281046
616	0.04886455188	0.9869281046
617	0.04870274993	0.9869281046
618	0.04864401813	0.9869281046
619	0.04856587193	0.9869281046
620	0.048537257	0.9869281046
621	0.04840069057	0.9869281046
622	0.04831459056	0.9864253394
623	0.04824284063	0.9864253394
624	0.04822641079	0.9864253394
625	0.04816800857	0.9864253394
626	0.048112535	0.9864253394
627	0.04805710759	0.9864253394
628	0.04798141605	0.9864253394
629	0.04792912685	0.9864253394
630	0.04768750645	0.9869281046
631	0.04768383966	0.9869281046
632	0.0475044973	0.9869281046
633	0.0474548019	0.9869281046
634	0.0473815312	0.9869281046
635	0.04725431466	0.9869281046
636	0.04714611386	0.9869281046
637	0.04702599749	0.9874308698
638	0.0467263275	0.9874308698
639	0.04667941979	0.9874308698
640	0.04650644721	0.9874308698
641	0.04646208148	0.9874308698
642	0.04620771126	0.9874308698
643	0.04614338088	0.9874308698
644	0.04606308092	0.9874308698
645	0.04595654152	0.9874308698
646	0.04591764099	0.9874308698
647	0.0458863592	0.9874308698
648	0.04579434845	0.9874308698
649	0.0455368148	0.987933635
650	0.04550814863	0.987933635
651	0.04531826187	0.9884364002
652	0.04524355134	0.987933635
653	0.0451889331	0.9884364002
654	0.04513932503	0.9884364002
655	0.04507760936	0.9884364002
656	0.04502477079	0.9889391654
657	0.04486340875	0.9889391654
658	0.04481207194	0.9889391654
659	0.04466459605	0.9889391654
660	0.04460672954	0.9894419306
661	0.04451412987	0.9894419306
662	0.04445374556	0.9894419306
663	0.04414377905	0.9899446958
664	0.04410461811	0.9899446958
665	0.04401926291	0.9899446958
666	0.04382535478	0.9899446958
667	0.04357032252	0.9899446958
668	0.04345759847	0.990447461
669	0.04339333972	0.990447461
670	0.04337968915	0.990447461
671	0.04324510025	0.990447461
672	0.04312015909	0.990447461
673	0.04305651802	0.990447461
674	0.04282330727	0.9909502262
675	0.04267100796	0.990447461
676	0.04264123413	0.990447461
677	0.0425883215	0.990447461
678	0.04253443987	0.990447461
679	0.0424902235	0.990447461
680	0.04246174238	0.990447461
681	0.04239408002	0.9909502262
682	0.04236098417	0.9909502262
683	0.04220211587	0.9909502262
684	0.04204706872	0.9909502262
685	0.04193418143	0.9909502262
686	0.04188623826	0.9909502262
687	0.04180340479	0.9909502262
688	0.04166539819	0.9909502262
689	0.04165101673	0.9909502262
690	0.04158660106	0.9909502262
691	0.04151665978	0.9909502262
692	0.0414622814	0.9909502262
693	0.04142054998	0.9909502262
694	0.04137207819	0.9909502262
695	0.04133146065	0.9909502262
696	0.04128014681	0.9909502262
697	0.04125048459	0.9909502262
698	0.04123374316	0.9909502262
699	0.04121405003	0.9909502262
700	0.04115972644	0.9909502262
701	0.04112449168	0.9909502262
702	0.04097596505	0.9909502262
703	0.04090247197	0.9914529915
704	0.04082887533	0.9914529915
705	0.04077869194	0.9914529915
706	0.04074346749	0.9914529915
707	0.04069234104	0.9914529915
708	0.04063205766	0.9914529915
709	0.04057275219	0.9914529915
710	0.04052563067	0.9914529915
711	0.04048145752	0.9914529915
712	0.04043206464	0.9914529915
713	0.04038832668	0.9914529915
714	0.04035627821	0.9914529915
715	0.04021278859	0.9919557567
716	0.04016192232	0.9919557567
717	0.04012530019	0.9919557567
718	0.04007726884	0.9919557567
719	0.04004392457	0.9919557567
720	0.03996338602	0.9919557567
721	0.03994389473	0.9919557567
722	0.03988265214	0.9919557567
723	0.03976691233	0.9919557567
724	0.03975738695	0.9919557567
725	0.03971203678	0.9919557567
726	0.03966267463	0.9919557567
727	0.03946314142	0.9919557567
728	0.03943097747	0.9919557567
729	0.03937928522	0.9919557567
730	0.03934873778	0.9919557567
731	0.03909533539	0.9924585219
732	0.03903928381	0.9929612871
733	0.03895939189	0.9929612871
734	0.03878400515	0.9929612871
735	0.03871848167	0.9929612871
736	0.03858128662	0.9929612871
737	0.03855158353	0.9929612871
738	0.03850624624	0.9929612871
739	0.03846615843	0.9929612871
740	0.03828858597	0.9929612871
741	0.03814183179	0.9929612871
742	0.03804507492	0.9929612871
743	0.03798964372	0.9929612871
744	0.03794725173	0.9929612871
745	0.03792121801	0.9929612871
746	0.03786319619	0.9929612871
747	0.03782453825	0.9929612871
748	0.0377262989	0.9929612871
749	0.03763340359	0.9929612871
750	0.03759885486	0.9934640523
751	0.0375580847	0.9934640523
752	0.03751804267	0.9934640523
753	0.03749797614	0.9934640523
754	0.03745438844	0.9934640523
755	0.03727453234	0.9934640523
756	0.03721624367	0.9939668175
757	0.03714128407	0.9939668175
758	0.0371287984	0.9939668175
759	0.03707625217	0.9939668175
760	0.0370284677	0.9939668175
761	0.03701510481	0.9939668175
762	0.03691253001	0.9939668175
763	0.03677257869	0.9939668175
764	0.03668660826	0.9939668175
765	0.03662108849	0.9939668175
766	0.03657086811	0.9939668175
767	0.03647549504	0.9939668175
768	0.03646421406	0.9939668175
769	0.03644616793	0.9939668175
770	0.03641001039	0.9939668175
771	0.03635745877	0.9939668175
772	0.03629999292	0.9939668175
773	0.03626990132	0.9939668175
774	0.03623619595	0.9939668175
775	0.03616612828	0.9939668175
776	0.03613543171	0.9939668175
777	0.036049071	0.9939668175
778	0.03602305587	0.9939668175
779	0.03589882942	0.9939668175
780	0.03588843313	0.9939668175
781	0.03582228143	0.9939668175
782	0.0356965089	0.9939668175
783	0.03568682427	0.9939668175
784	0.03562587377	0.9939668175
785	0.03559143674	0.9939668175
786	0.03558354273	0.9939668175
787	0.03556584902	0.9939668175
788	0.03550798704	0.9939668175
789	0.03548431666	0.9939668175
790	0.03545160816	0.9939668175
791	0.03539075692	0.9939668175
792	0.03535726671	0.9939668175
793	0.03530198833	0.9939668175
794	0.03523326745	0.9939668175
795	0.03519910497	0.9939668175
796	0.03515941685	0.9939668175
797	0.03506466305	0.9939668175
798	0.03499572319	0.9939668175
799	0.03493618695	0.9939668175
800	0.03489214571	0.9939668175
801	0.03484285875	0.9939668175
802	0.03479533348	0.9939668175
803	0.03474526805	0.9939668175
804	0.03472635357	0.9939668175
805	0.03461372286	0.9939668175
806	0.03458598379	0.9939668175
807	0.03455304241	0.9939668175
808	0.03448673211	0.9939668175
809	0.03444880605	0.9939668175
810	0.03438956244	0.9939668175
811	0.03436043526	0.9939668175
812	0.03429865888	0.9939668175
813	0.03419680277	0.9939668175
814	0.03417435352	0.9939668175
815	0.03404320886	0.9939668175
816	0.03403071297	0.9939668175
817	0.03396840164	0.9939668175
818	0.03382534143	0.9939668175
819	0.03369672724	0.9939668175
820	0.0336195259	0.9939668175
821	0.03352420993	0.9939668175
822	0.03349103469	0.9939668175
823	0.03337935761	0.9939668175
824	0.03322730612	0.9939668175
825	0.03319890188	0.9939668175
826	0.03317683311	0.9939668175
827	0.03311193536	0.9944695827
828	0.03300385609	0.9944695827
829	0.03295740784	0.9944695827
830	0.03293241557	0.9944695827
831	0.03286313409	0.9944695827
832	0.0328510884	0.9944695827
833	0.03283110595	0.9944695827
834	0.03277285622	0.9944695827
835	0.03276132845	0.9944695827
836	0.03275167528	0.9944695827
837	0.0326960293	0.9944695827
838	0.03264404921	0.9944695827
839	0.03261544859	0.9944695827
840	0.0325357131	0.9944695827
841	0.03249908461	0.9944695827
842	0.03246797588	0.9944695827
843	0.03244137571	0.9944695827
844	0.03232779868	0.9944695827
845	0.03230190051	0.9949723479
846	0.03229459848	0.9949723479
847	0.0322585208	0.9944695827
848	0.03223761747	0.9944695827
849	0.03216599275	0.9944695827
850	0.03212565884	0.9944695827
851	0.03201906002	0.9944695827
852	0.03199496938	0.9944695827
853	0.03197184694	0.9944695827
854	0.03196613228	0.9944695827
855	0.03191884128	0.9949723479
856	0.03188419945	0.9949723479
857	0.03186283723	0.9949723479
858	0.0318301732	0.9949723479
859	0.03175833758	0.9944695827
860	0.03173317802	0.9944695827
861	0.03164333778	0.9944695827
862	0.03163319575	0.9944695827
863	0.03153675957	0.9944695827
864	0.0314605133	0.9944695827
865	0.03140862964	0.9944695827
866	0.03136006216	0.9944695827
867	0.03128058192	0.9944695827
868	0.03123834625	0.9944695827
869	0.03121890206	0.9944695827
870	0.03120691998	0.9944695827
871	0.0311916218	0.9944695827
872	0.03112036012	0.9944695827
873	0.03108823468	0.9944695827
874	0.03106416758	0.9944695827
875	0.03105888255	0.9944695827
876	0.03103463685	0.9949723479
877	0.03102059935	0.9949723479
878	0.03093137246	0.9949723479
879	0.03078764172	0.9949723479
